reference,first_author,publication_year,title,reference_link,plant_species,common_name,plant_family,plant_cultivar,plant_tissue,organic_inorganic,phyto_process,contaminant_type,contaminant,contaminant_symbol,removal_rate,plant_name,vegetation_type,soil_ph,soil,moisture,shade,height,growth_rate,hardiness_zone,plant_image,contaminant_image,material_image
"Pivetz, 2001",Foo,2003,"Fitoremediācijas izmantošanas iespējas Latvijā, 2011, Valujeva, Grīnfelde and Straupe",http://www.murzl.llu.lv/?p=528,Salix schwerinii x salix viminalis,Vide,Salicaceae,,,Organic,"phytovolatilzation, phytodegradation and Rhizodegradation",Petroleum,Mazuts,Aliphatic petrochemicals,1337,Salix schwerinii x salix viminalis,tree,"mildly acid, neutral and basic (mildly alkaline) soils",LMH,MWe,N,6 m,F,4 - 8,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,Aniline,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,Benzene,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,Ethylbenzene,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,Phenol,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,Toluene,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,m-Xylene,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,rhizodegradation and phytodegradation,Petroleum,Bam,PAH,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,"rhizodegradation, phytodegradation and phytovolatilization",Petroleum,Bam,BTEX,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,phytodegradation and phytovolatilization,Petroleum,Bam,MTBE,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,DRO,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Applied Natural Sciences, Inc., 2997
Barac et al., 2009
Burken and Schnoor, 1997a
Coltrain,2004
Cook et al., 2010
Cook and Hesterberg, 2012
El-Gendy et al., 2009
Euliss et al., 2008
Fagiolo and Ferro, 2004
Ferro et al., 2013
Ferro, 2006
ITRC PHYTO 3
Kulakow, 2006b
Kulakow, 2006
Luce, 2006
Ma et al., 2004
Olderbak and Erickson, 2004
Palmroth et al., 2006
Spriggs et al., 2005
Tossell, 2006
Unterbrunner et al., 2007
Weishaar et al., 2009
Widdowson et al., 2005",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Populus spp.,Poppel,Salicaceae,,,Organic,,Petroleum,Bam,TPH,1337,Bom,tree,,LMH,M,N,varies,F,0 - 10,,,
"Banks and Schwab, 1998 Cook & Hesterberg, 2012, Flathman and Lanza, 2998, ITRC PHYTO 3, Johnson et al., 2005, Kulakow, 2006c",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Trifolium rapens,Baz,Fabaceae,,,Organic,,Petroleum,Bam,Fluoranthene,1337,Bom,herbaceous,"mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils.",LMH,M,N,.1 m,M,4 - 8,,,
"Banks and Schwab, 1998 Cook & Hesterberg, 2012, Flathman and Lanza, 2998, ITRC PHYTO 3, Johnson et al., 2005, Kulakow, 2006c",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Trifolium rapens,Baz,Fabaceae,,,Organic,,Petroleum,Bam,Phenanthrene,1337,Bom,herbaceous,"mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils.",LMH,M,N,.1 m,M,4 - 8,,,
"Banks and Schwab, 1998 Cook & Hesterberg, 2012, Flathman and Lanza, 2998, ITRC PHYTO 3, Johnson et al., 2005, Kulakow, 2006c",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Trifolium rapens,Baz,Fabaceae,,,Organic,,Petroleum,Bam,Pyrene,1337,Bom,herbaceous,"mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils.",LMH,M,N,.1 m,M,4 - 8,,,
"Banks and Schwab, 1998 Cook & Hesterberg, 2012, Flathman and Lanza, 2998, ITRC PHYTO 3, Johnson et al., 2005, Kulakow, 2006c",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Trifolium rapens,Baz,Fabaceae,,,Organic,,Petroleum,Bam,TPH,1337,Bom,herbaceous,"mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils.",LMH,M,N,.1 m,M,4 - 8,,,
"Banks and Schwab, 1998 Cook & Hesterberg, 2012, Flathman and Lanza, 2998, ITRC PHYTO 3, Johnson et al., 2005, Kulakow, 2006c",Foo,2003,"Phyto, 2015 Kennen and Kirkwood",https://www.taylorfrancis.com/books/mono/10.4324/9781315746661/phyto-niall-kirkwood-kate-kennen,Trifolium rapens,Baz,Fabaceae,,,Organic,rhizodegradation and phytodegradation,Petroleum,Bam,PAH,1337,Bom,herbaceous,"mildly acid, neutral and basic (mildly alkaline) soils and can grow in very alkaline soils.",LMH,M,N,.1 m,M,4 - 8,,,
"Kadlec, Knight, 1996; EPA, 2004",Foo,2003,"Fitoremediācijas izmantošanas iespējas Latvijā, 2011, Valujeva, Grīnfelde and Straupe",http://www.murzl.llu.lv/?p=528,Typha latifolia L.,Kaveldun,Typhaceae,,,Inorganic,phytoextraction and phytostabaliztion,Heavy metal,Arsenic,As,1337,Bom,herbaceous,"mildly acid, neutral and basic (mildly alkaline) soils",LMH,WeWa,N,1.2-2.2 m,F,3 - 10,,,
"Kadlec, Knight, 1996; EPA, 2004",Foo,2003,"Fitoremediācijas izmantošanas iespējas Latvijā, 2011, Valujeva, Grīnfelde and Straupe",http://www.murzl.llu.lv/?p=528,Typha latifolia L.,Kaveldun,Bar,,,Inorganic,phytostabilization,Heavy metal,Lead,Pb,1337,Bom,herbaceous,,,,,1.2-2.2 m,,,,,
"Kadlec, Knight, 1996; EPA, 2004",Foo,2003,"Fitoremediācijas izmantošanas iespējas Latvijā, 2011, Valujeva, Grīnfelde and Straupe",http://www.murzl.llu.lv/?p=528,Typha latifolia L.,Kaveldun,Bar,,,Inorganic,,Radio-nuclides,Plutonium,Pu,1337,Bom,herbaceous,,,,,1.2-2.2 m,,,,,
"Kadlec, Knight, 1996; EPA, 2004",Foo,2003,"Fitoremediācijas izmantošanas iespējas Latvijā, 2011, Valujeva, Grīnfelde and Straupe",http://www.murzl.llu.lv/?p=528,Typha latifolia L.,Kaveldun,Bar,,,Inorganic,phytometabolism and phytostabilization,Heavy metal,Copper,Cu,1337,Bom,herbaceous,,,,,1.2-2.2 m,,,,,
"Kadlec, Knight, 1996; EPA, 2004",Foo,2003,"Fitoremediācijas izmantošanas iespējas Latvijā, 2011, Valujeva, Grīnfelde and Straupe",http://www.murzl.llu.lv/?p=528,Typha latifolia L.,Kaveldun,Bar,,,Inorganic,phytostabilization,Heavy metal,Manganese,Mn,1337,Bom,herbaceous,,,,,1.2-2.2 m,,,,,
"Kadlec, Knight, 1996; EPA, 2004",Foo,2003,"Fitoremediācijas izmantošanas iespējas Latvijā, 2011, Valujeva, Grīnfelde and Straupe",http://www.murzl.llu.lv/?p=528,Typha latifolia L.,Kaveldun,Bar,,,Inorganic,phytostabilization,Heavy metal,Chromium,Cr,1337,Bom,herbaceous,,,,,1.2-2.2 m,,,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Lolium multiflorum,italienskt rajgräs,Poaceae,,,Inorganic,phytostabilization,Radio-nuclides,Cesium,Cs,1337,Lolium multiflorum Lam.,grasses and sedges,"mildly acid, neutral and basic (mildly alkaline) soils",LMH,M,N,.3 m,F,4 - 8,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Lolium multiflorum,italienskt rajgräs,Poaceae,,,Inorganic,phytostabilization,Heavy metal,Chromium,Cr,1337,Lolium multiflorum Lam.,grasses and sedges,"mildly acid, neutral and basic (mildly alkaline) soils",LMH,M,N,.3 m,F,4 - 8,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,phytostabilization,Heavy metal,Aluminum,Al,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,2 m,F,7 -10,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,phytoextraction and phytostabilization,Heavy metal,Arsenic,As,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,3 m,F,8 -10,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,phytostabilization,Radio-nuclides,Cesium,Cs,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,4 m,F,9 -10,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,phytometabolism and phytostabilization,Heavy metal,Copper,Cu,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,5 m,F,10 -10,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,phytostabilization,Heavy metal,Manganese,Mn,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,6 m,F,11 -10,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,"phytostabalization, phytometabolism and phytoextraction",Heavy metal,Nickel,Ni,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,7 m,F,12 -10,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,phytostabilization,radio-nuclides,Uranium,U,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,8 m,F,13 -10,,,
"McCutcheon, Schnoor, 2003",Foo,2003,Fitoremediācijas izmantošanas iespējas Latvijā,http://www.murzl.llu.lv/?p=528,Sorghum halepense,Baz,Poaceae,,,Inorganic,"phytoextraction, phytostabilization and phytometabolism",Heavy metal,Zinc,Zn,1337,Sorghum halepense,grasses and sedges,,LMH,DM,N,9 m,F,14 -10,,,
